genres,app_name,price,item_id,developer,año
"['Casual', 'Simulation']",Rocksmith® 2014 – Anthrax Song Pack,9.99,342800,Ubisoft - San Francisco,2015
"['Action', 'Casual', 'Indie', 'Racing', 'Simulation', 'Sports', 'Multiplayer']",VRC PRO,44.99,335070,Virtual Racing Industries Ltd.,2015
['Action'],Saint's Row: Gat Out of Hell - Devil's Workshop Pack,1.99,318850,Deep Silver Volition,2015
"['Action', 'Adventure', 'Casual', 'Indie', 'Simulation', 'Early Access', 'Survival', 'Horror', 'Open World']",Dead Sea,4.99,350220,Phoenix Studio,2015
"['Indie', 'Massively Multiplayer', 'RPG', 'Early Access', 'MMORPG', 'Female Protagonist', 'Turn-Based Combat', 'JRPG', 'Anime', 'Adventure', 'Local Co-Op']",Minimon,9.99,308520,Lunar Labs,2015
"['Adventure', 'Casual', 'Indie', 'Simulation', 'Choose Your Own Adventure', 'Survival', 'Choices Matter', 'Female Protagonist', 'Singleplayer']",Dyscourse,14.99,234920,Owlchemy Labs,2015
"['Action', 'Adventure', 'Indie', 'Massively Multiplayer', 'RPG', 'Survival', 'Zombies', 'Open World', 'Top-Down', 'Co-op', 'Crafting', 'Isometric', 'Survival Horror', 'Multiplayer', 'Free to Play']",Immune - True Survival,0.99,348670,vidiludi games and entertainment,2015
"['Adventure', 'Casual', 'Indie', 'Simulation']",Dyscourse Special Edition DLC,9.99,358970,Owlchemy Labs,2015
"['Action', 'Indie', 'Strategy']",Sky Battles,1.99,346670,Peter Lacalamita,2015
"['Strategy', 'RTS', 'Cold War']",Cuban Missile Crisis,4.99,356270,G5 Software,2005
['Strategy'],Cuban Missile Crisis: Ice Crusade,4.99,356290,G5 Software,2005
"['RPG', 'Strategy', 'RTS', 'Post-apocalyptic']",Desert Law,2.99,356280,Arise,2005
"['Strategy', 'Gore']",Total War: ATTILA - Blood & Burning,2.99,335030,Creative Assembly,2015
"['Strategy', 'World War II', 'War', 'RTS']",Stalingrad,4.99,356260,DTF games,2005
"['Adventure', 'RPG', 'Strategy']",Agarest 2 - Bundle #4,8.99,343422,Idea Factory,2015
"['Action', 'Casual', 'Free to Play', 'RPG', 'Simulation', 'Strategy']",HIS - [A6M5] Sakai Saburo Zero Pack,19.99,356120,GameUS Inc.,2015
"['Casual', 'Card Game']",Top Trumps Turbo,19.99,343180,"Good Day Games,NYX Digital",2015
"['Action', 'Indie', 'RPG', 'Sports', 'Fighting', '1980s', 'Martial Arts', ""Beat 'em up"", 'Simulation', '2D']",Karate Master 2 Knock Down Blow,9.99,347670,Crian Soft,2015
"['Adventure', 'Indie', 'Atmospheric', 'Story Rich', 'Stylized', 'Visual Novel', 'Singleplayer']",Three Fourths Home: Extended Edition,4.99,344500,[bracket]games,2015
"['Simulation', 'Strategy']",Stronghold Crusader 2: The Princess and The Pig,5.99,348990,FireFly Studios,2015
"['Action', 'Adventure']",Dead Rising 2 - Ninja Skills Pack,1.99,353050,Capcom Vancouver,2015
"['Action', 'Adventure']",Dead Rising 2 - Sports Fan Skills Pack,1.99,353053,Capcom Vancouver,2015
"['Action', 'Adventure']",Dead Rising 2 - Soldier of Fortune Pack,1.99,353052,Capcom Vancouver,2015
"['Casual', 'Simulation']",Rocksmith® 2014 – Shamrock Song Pack,11.99,342795,Ubisoft - San Francisco,2015
"['Massively Multiplayer', 'RPG', 'Open World', 'MMORPG', 'Fantasy', 'Multiplayer', 'Adventure', 'First-Person', 'Third Person', 'Exploration', 'Action', 'Story Rich', 'Atmospheric', 'Great Soundtrack', 'Magic', 'Co-op', 'Action RPG', 'Sandbox', 'Singleplayer', 'Female Protagonist']",The Elder Scrolls® Online: Tamriel Unlimited™,19.99,306130,Zenimax Online Studios,2014
"['Simulation', 'Strategy', 'Trains', 'Management']",Chris Sawyer's Locomotion™,5.99,356430,Chris Sawyer,2004
"['Action', 'Adventure', 'Indie', 'Platformer', 'Pixel Graphics', 'Gore', 'Difficult', '2D']",Vox Populi Vox Dei 2,2.99,345120,Great Cogs,2015
"['Action', 'Adventure']",RER2 Episode Four: Metamorphosis,5.99,320351,Capcom,2015
"['Action', 'Adventure']",RER2 Extra Episode: Little Miss,4.99,320353,Capcom,2015
"['Action', 'Adventure']",RER2 Extra Episode: The Struggle,4.99,320352,Capcom,2015
"['Simulation', 'Sports']",Tennis Elbow 2013,24.99,346470,Mana Games,2013
"['Action', 'Casual', 'Indie', ""Shoot 'Em Up"", 'Co-op', 'Multiplayer']",Chicken Invaders 5,4.99,353090,InterAction studios,2015
"['Action', 'Anime']",Phantom Breaker: Battle Grounds - Kurisu Makise + Level 99 Pack,5.99,333110,MAGES. Inc.,2015
"['Action', 'Adventure', 'Indie', 'RPG']",In Exilium,4.99,344880,Conflux Games,2015
"['Adventure', 'Casual', 'Hidden Object', 'Puzzle', 'Point & Click']",Ghost Encounters: Deadwood - Collector's Edition,4.99,353070,Anarchy Enterprises,2015
"['Action', 'Adventure', 'Indie', 'Racing', 'Simulation', 'Sports', 'Early Access']",Corona MotorSport,9.99,342870,"LucasGame,Joshua Eden Whorton",2015
"['Indie', 'RPG', 'Choose Your Own Adventure', 'Text-Based', 'Interactive Fiction']",The Hero of Kendrickstone,6.99,356000,Choice of Games,2015
['Simulation'],DCS: MiG-15Bis,49.99,316967,Belsimtek,2015
"['Action', 'Adventure', 'Indie', 'Strategy', 'Top-Down', 'Isometric', 'Shooter']",LA Cops,14.99,278810,Modern Dream,2015
"['Action', 'Indie', 'Zombies', '2D', 'Multiplayer', 'Platformer', 'Pixel Graphics']",Zombie Kill of the Week - Reborn,6.99,342300,Still Running,2015
"['Action', 'Adventure', 'Indie', 'Horror', 'Psychological Horror', 'First-Person', 'Singleplayer', 'Survival Horror', 'Atmospheric']",Hektor,9.99,334070,Rubycone,2015
"['Action', 'Casual', 'Indie', 'Difficult', 'Minimalist', 'Surreal']",Radium,2.99,355410,Lukas Jaeckel,2014
"['Action', 'Adventure', 'Indie', 'Platformer', 'Pixel Graphics', 'Retro', 'Anime']",Shin Samurai Jazz,0.99,354970,Blaze Epic,2015
"['Action', 'Adventure', 'Indie', 'Retro', 'Pixel Graphics', 'Platformer']",An Imp? A Fiend!,0.99,354960,Blaze Epic,2015
"['Strategy', 'Pirates']",Pirates vs Corsairs: Davy Jones's Gold,4.99,355650,Little World Studio,2013
"['Indie', 'Casual', 'Arcade']",Dodge,1.99,350630,Yokcos,2015
"['Action', 'Adventure', 'Indie']",Blade Kitten: Episode 2,4.99,300120,Krome Studios,2015
"['Action', 'RPG', 'Zombies', 'Parkour']",Dying Light Ultimate Survivor Bundle,4.99,347090,Techland,2015
['Action'],DRAGON BALL XENOVERSE GT Pack 1,9.99,344461,DIMPS,2015
['Action'],Call of Duty®: Advanced Warfare - Extra Armory Slots 1,1.99,343611,"Sledgehammer Games,Raven Software",2015
['Simulation'],X-Plane 10 AddOn - Carenado - C340 II,29.99,339384,Carenado,2015
['Action'],Call of Duty®: Advanced Warfare - Extra Armory Slots 2,1.99,343612,"Sledgehammer Games,Raven Software",2015
['Action'],Call of Duty®: Advanced Warfare - Extra Create A Class Slots,1.99,343610,"Sledgehammer Games,Raven Software",2015
['Action'],Call of Duty®: Advanced Warfare - Extra Armory Slots 3,1.99,343613,"Sledgehammer Games,Raven Software",2015
['Action'],Call of Duty®: Advanced Warfare - Extra Armory Slots 4,1.99,343614,"Sledgehammer Games,Raven Software",2015
['Action'],Call of Duty®: Advanced Warfare - Extra Armory Slots 5,1.99,343615,"Sledgehammer Games,Raven Software",2015
"['Action', 'Indie', 'Top-Down Shooter', 'Zombies', 'Gore', 'Difficult']",Bloody Streets,4.99,336110,Headless Wizard,2015
"['Adventure', 'Indie', 'RPG', 'Simulation', 'Strategy']",Smugglers 5: Invasion DLC: Warrior Within,3.99,351650,Niels Bauer Games,2015
"['Action', 'Indie']",Bloody Streets - Soundtrack and Art Book,2.99,354300,Headless Wizard,2015
"['Action', 'Indie', 'Sports', '4 Player Local', 'Local Multiplayer', 'Funny', 'Multiplayer', '2D']",Soccertron,4.99,334620,David Erosa,2015
"['Adventure', 'Casual', 'Indie', 'Platformer', 'Female Protagonist', 'Pixel Graphics', 'Surreal', '2D', 'Exploration', 'Singleplayer', 'Great Soundtrack', 'Puzzle', 'Horror', 'Metroidvania']",Dreaming Sarah,5.99,296870,"Andre Chagas Silva,Anthony Septim",2015
"['Casual', 'Strategy', 'Match 3']",Heroes of Hellas 3: Athens,2.99,347590,Alawar Entertainment,2015
"['Adventure', 'Indie']",Shelter Soundtrack,2.99,328110,Might and Delight,2015
"['Action', 'Adventure', 'Open World', 'Assassin', 'Parkour', 'Third Person', 'Stealth', 'Historical', 'Singleplayer', 'Cinematic', 'Atmospheric', 'Illuminati', 'Pirates', 'Story Rich', 'Action-Adventure', 'Sandbox', 'Quick-Time Events', 'Puzzle', 'Simulation', 'Linear']",Assassin’s Creed® Rogue,19.99,311560,"Ubisoft Sofia,Ubisoft Kiev",2015
"['Action', 'Horror', 'Survival Horror', 'Stealth', 'Female Protagonist', 'Gore', 'Atmospheric']",The Evil Within: The Assignment,4.99,345980,Tango Gameworks,2015
['Simulation'],FSX: Steam Edition - Piper PA28 Cherokee 180F Add-On,24.99,353140,Carenado,2015
"['Simulation', 'Strategy', 'City Builder', 'Building', 'Singleplayer', 'Moddable', 'Management', 'Sandbox', 'Economy', 'Resource Management', 'Realistic', 'Replay Value', 'Casual', 'Mod', 'Family Friendly', 'Modern', 'Great Soundtrack', 'Real-Time with Pause', 'Funny', 'Action']",Cities: Skylines,29.99,255710,Colossal Order Ltd.,2015
"['Indie', 'Puzzle', 'First-Person', 'Puzzle-Platformer']",Parallax,9.99,325060,Toasty Games,2015
"['Action', 'Indie', 'Great Soundtrack', 'Gore', 'Pixel Graphics', 'Violent', 'Fast-Paced', 'Difficult', 'Top-Down', 'Retro', '1980s', 'Singleplayer', 'Atmospheric', 'Top-Down Shooter', '2D', 'Blood', 'Shooter', 'Arcade', 'Level Editor', ""1990's""]",Hotline Miami 2: Wrong Number,14.99,274170,Dennaton Games,2015
"['Action', 'Indie', 'Great Soundtrack']",Hotline Miami 2: Wrong Number - Soundtrack,14.99,355890,Dennaton Games,2015
"['Action', 'Adventure']",Assassin’s Creed® Rogue - Templar Legacy Pack,6.99,339030,"Ubisoft Sofia,Ubisoft Kiev",2015
"['Free to Play', 'Racing', 'Simulation', 'Sports']",RaceRoom - DTM 1992 Car Pack,7.99,336270,Sector3 Studios,2015
"['Casual', 'Simulation']",Rocksmith® 2014 – Jeff Buckley - “Hallelujah”,2.99,342786,Ubisoft - San Francisco,2015
"['Casual', 'Simulation']",Rocksmith® 2014 – Jeff Buckley - “Grace”,2.99,342787,Ubisoft - San Francisco,2015
"['Casual', 'Simulation']",Rocksmith® 2014 – Jeff Buckley - “Last Goodbye”,2.99,342788,Ubisoft - San Francisco,2015
"['Casual', 'Simulation']",Rocksmith® 2014 – Jeff Buckley Song Pack,7.99,342789,Ubisoft - San Francisco,2015
"['Adventure', 'Indie', 'Short', 'RPGMaker', 'Female Protagonist']",199X,1.99,355270,Evan Tognotti,2014
"['Action', 'Indie', 'Platformer', 'Puzzle-Platformer', 'Puzzle', '3D Platformer']",Mushroom Men: Truffle Trouble,2.99,222180,Red Fly Studio,2015
"['Action', 'Adventure']",RER2 Episode Three: Judgment,5.99,320350,Capcom,2015
"['Indie', 'Simulation', 'Strategy', 'Early Access', 'Sandbox', 'Building', 'Space', 'Sci-fi', 'Crafting']",Farlight Explorers,14.99,352430,Farlight Games Industry,2015
"['Action', 'Casual', 'Indie', 'Massively Multiplayer', 'Strategy', 'Early Access', 'Tanks', 'Multiplayer', '2D', 'Turn-Based', 'Shooter', 'Colorful', 'Singleplayer', 'Online Co-Op', 'Co-op', 'Turn-Based Strategy', 'Funny', 'Great Soundtrack', 'Physics', 'Family Friendly']",ShellShock Live,6.99,326460,kChamp Games,2015
"['Indie', 'Surreal']",DEUS EX MACHINA 2,6.99,353610,"Automata Source,Quirkafleeg",2015
"['Adventure', 'Casual', 'Hidden Object']",Dreamscapes: Nightmare's Heir - Premium Edition,6.99,353110,Shaman Games Studio,2015
"['Indie', '3D Platformer', 'Puzzle-Platformer', 'Platformer']",Grapple,7.99,268320,Tuesday Society,2015
"['Animation &amp; Modeling', 'Design &amp; Illustration', 'Photo Editing', 'Software Training', 'Utilities', 'Video Production', 'Design & Illustration', 'Animation & Modeling', 'Pixel Graphics']",PD Howler 9.6 Digital Painter and Visual FX box,29.99,336530,"Daniel Ritchie - Squirreldome.com,Philip Staiger - TheBest3D.com",2015
"['Adventure', 'Indie', 'RPG', 'Early Access', 'Post-apocalyptic', 'Sci-fi', 'Open World', 'Exploration']",After Reset RPG,49.99,335850,Black Cloud Studios,2015
"['Adventure', 'Indie']",After Reset RPG: graphic novel 'The Fall Of Gyes',9.99,338453,Black Cloud Studios,2015
"['Adventure', 'Casual', 'Indie']",Shelter 2 Soundtrack,2.99,349740,Might and Delight,2015
"['Indie', 'Strategy', 'Anime', 'Cute', 'Multiplayer', 'Board Game']",100% Orange Juice - Mixed Booster Pack,1.99,338360,Orange_Juice,2015
"['Action', 'Adventure']",Assassin’s Creed® Rogue - Time Saver: Technology Pack,1.99,339034,"Ubisoft Sofia,Ubisoft Kiev",2015
"['Action', 'Adventure']",Assassin’s Creed® Rogue - Time Saver: Collectibles Pack,0.99,339032,"Ubisoft Sofia,Ubisoft Kiev",2015
['Action'],DW8E: Edit Parts - Equipment Pack 1,11.99,348681,"KOEI TECMO GAMES CO., LTD.",2015
"['Action', 'Indie', 'RPG', 'Early Access', 'Rogue-like']",FranknJohn,14.99,305460,bitSmith Games,2015
"['Adventure', 'Casual', 'Indie', 'Point & Click', 'Dark Fantasy', 'Dark', 'Horror', 'Puzzle', 'Atmospheric', 'Great Soundtrack', '2D', 'Fantasy', 'Story Rich', 'Singleplayer', 'Gore', 'Choices Matter', 'Gothic', 'Design & Illustration', 'Classic', 'Psychedelic']",Tormentum - Dark Sorrow,11.99,335000,OhNoo Studio,2015
"['Action', 'Indie', 'Strategy']",Awesomenauts - Wraithlord Scoop Announcer,3.99,351461,Ronimo Games,2015
"['Action', 'Indie', 'Strategy']",Awesomenauts - Battle Nibbs Skin,4.99,351460,Ronimo Games,2015
"['Adventure', 'Indie', 'Point & Click', 'Space', 'First-Person', 'Sci-fi', 'Exploration', 'Singleplayer', 'Story Rich']",ASA: A Space Adventure - Remastered Edition,9.99,329980,Simon Says: Play!,2015
"['Indie', 'Puzzle', 'Physics']",Ubinota,7.99,323630,Rotateam,2015
"['Adventure', 'Casual', 'Indie', 'RPG', 'RPGMaker', 'Female Protagonist', 'Turn-Based', 'Singleplayer', 'Fantasy', 'JRPG', 'Replay Value', 'Story Rich']",Vagrant Hearts,9.99,337980,Warfare Studios,2015
"['Indie', 'RPG', 'RPGMaker', 'Female Protagonist']",Edolie,9.99,349240,Eridani Games,2014
"['Adventure', 'Casual', 'Indie', 'Strategy', 'Point & Click']",Pahelika: Revelations HD,9.99,333650,Ironcode Gaming,2015
"['Adventure', 'Free to Play', 'Indie', 'Anime', 'Visual Novel', 'Female Protagonist', 'Cyberpunk', 'Hacking', '2D', 'Nudity']",Invisible Apartment,23.96,351790,"Milan Kazarka,Jeroen van Oosten",2015
"['Adventure', 'Free to Play']",Invisible Apartment - Soundtrack & artwork,1.99,353000,"Milan Kazarka,Jeroen van Oosten",2015
['Action'],Alien: Isolation – The Trigger,7.99,282516,"Creative Assembly,Feral Interactive (Mac),Feral Interactive (Linux)",2015
"['Indie', 'RPG', 'Female Protagonist', 'Visual Novel', 'Simulation', 'Casual', 'Dark Fantasy', 'Short', 'Singleplayer', 'Point & Click', 'Illuminati', 'Story Rich', 'Violent']",Pregnancy,1.99,351900,Locomotivah,2015
"['Action', 'Indie', 'RPG']",Hand of Fate Original Soundtrack,7.99,351430,Defiant Development,2015
"['Racing', 'Simulation', 'Sports', 'Moddable', 'Multiplayer']",rFactor,24.99,339790,Image Space Incorporated,2005
['Indie'],Rooftop Cop,2.99,353300,Stephen Lawrence Clark,2015
"['Adventure', 'Casual', 'Simulation']",If My Heart Had Wings - Original Sound Track,4.99,340080,MoeNovel,2015
"['Action', 'Indie', 'RPG']",Our Darker Purpose - Soundtrack,4.99,334390,Avidly Wild Games,2015
"['Casual', 'Indie', 'RPG', 'Rogue-like']",Crayon Chronicles,3.99,341510,Outer Grid Games LLC,2015
"['Action', 'Adventure', 'Casual', 'Indie', 'Platformer']",Isaac the Adventurer,2.99,341260,"Artisiti,Studio Vrtinec",2015
"['Strategy', 'Turn-Based Strategy', 'Historical', 'Turn-Based', 'Singleplayer', 'Wargame', 'Replay Value', 'War']",Vietnam ‘65,9.99,336080,Every Single Soldier,2015
"['Action', 'Adventure', 'Indie', 'Simulation', 'Early Access', 'Survival', 'Open World', 'Multiplayer', 'Crafting', 'Fantasy', 'Sandbox', 'Co-op', 'Medieval', 'RPG', 'First-Person', 'Singleplayer', 'Dragons', 'Atmospheric', 'FPS', 'Horror']",Savage Lands,14.99,307880,"Signal Studios,Smart Ghost",2015
"['Adventure', 'Indie', 'First-Person', 'Exploration', 'Puzzle', 'Singleplayer', 'Atmospheric', 'Colorful', 'Fantasy', 'Great Soundtrack', 'Surreal', 'Walking Simulator', 'Abstract']",Cylne,8.99,346550,Cylne,2015
"['Simulation', 'Trains', 'Open World', 'Sandbox', 'Realistic', 'Family Friendly', 'TrackIR', 'Physics', 'Atmospheric']",Train Simulator: CSX NRE 3GS-21B 'Genset' Loco Add-On,19.99,277762,Dovetail Games,2015
"['Action', 'Indie', 'First-Person', 'Puzzle']",StandPoint,9.99,322550,Unruly Attractions,2015
"['Adventure', 'Casual', 'Indie', 'Short', 'Surreal', 'Funny', 'Psychological Horror', 'Nudity', 'Puzzle', 'Horror', 'Singleplayer', 'Action', 'Story Rich', 'Illuminati', 'Memes', 'Open World', 'Point & Click']",Plug & Play,2.99,353560,"Mario von Rickenbach,Michael Frei",2015
"['Adventure', 'RPG', 'Strategy']",Agarest 2 - Bundle #2,7.99,343421,Idea Factory,2015
"['Simulation', 'Strategy', 'Tanks']",Steel Armor: Blaze of War,29.99,286280,Graviteam,2015
"['Simulation', 'Singleplayer']",Professional Lumberjack 2015,19.99,316240,PlayWay S.A.,2015
"['Casual', 'Indie', 'Puzzle', 'Puzzle-Platformer']",Rotieer,4.99,343770,Enzo Whyte,2015
"['Casual', 'Strategy', 'Puzzle']",Synonymy,1.99,342890,Christopher Cinq-Mars Jarvis,2014
"['Action', 'Adventure', 'Indie', 'RPG']",Hot Tin Roof Soundtrack,4.99,348070,Glass Bottom Games,2015
"['Action', 'Indie', 'Arcade', 'Pixel Graphics', 'Retro', 'Voxel']",Dustoff Heli Rescue,3.99,341730,Invictus Games Ltd.,2015
"['Action', 'Zombies', 'Co-op', 'World War II', 'Multiplayer', 'Third-Person Shooter', 'Horror', 'Sniper', 'Survival', 'Gore', 'Shooter', 'Singleplayer', 'Post-apocalyptic', 'Survival Horror', 'Third Person', 'War', 'FPS', 'Open World', 'Female Protagonist', 'First-Person']",Zombie Army Trilogy,44.99,301640,Rebellion,2015
"['Action', 'Casual', 'Free to Play', 'Massively Multiplayer', 'RPG', 'Simulation', 'Strategy']",HIS - Starter Pack,59.99,354940,GameUS Inc.,2015
"['Action', 'Indie', 'Simulation', 'Funny', 'Destruction', 'Physics', 'First-Person', 'Comedy', 'Singleplayer', 'Difficult', 'Casual', 'Family Friendly', 'Great Soundtrack']",Fly in the House,9.99,350500,Mykhail Konokh,2015
"['Action', 'Casual', 'Indie', 'Puzzle']",Stay Alight,3.99,345060,Wyse Games,2015
"['Indie', 'RPG', 'Strategy']",Talisman - The Highland Expansion,6.99,267780,Nomad Games,2015
"['Action', 'Indie', 'Simulation', 'Horror', 'Singleplayer', 'Survival Horror', 'Robots', 'First-Person', 'Psychological Horror', 'Difficult', 'Survival', 'Strategy', 'Point & Click', 'Dark', 'Atmospheric', 'Mystery', '3D Vision', 'Great Soundtrack', '2D', 'Gore']",Five Nights at Freddy's 3,7.99,354140,Scott Cawthon,2015
"['Action', 'Indie', 'Strategy', 'Soundtrack', 'Space']",Reassembly Soundtrack,4.99,353850,"Anisoptera Games,Peaks",2015
"['Casual', 'Indie', 'RPG', 'Strategy', 'Rogue-like', 'Rogue-lite', 'Point & Click', 'Turn-Based', 'Pixel Graphics']",Runestone Keeper,9.99,339400,Blackfire Games,2015
"['Adventure', 'Point & Click', 'Classic', 'Retro', 'Funny', 'Family Friendly', 'Comedy']",Spud!,3.99,353790,Charybdis Ltd,2015
"['Action', 'RPG']",Lords of the Fallen -  Ancient Labyrinth,7.99,333800,"CI Games,Deck 13",2015
['Simulation'],FSX: Steam Edition - Ben Gurion Airport Add-On,19.99,352230,FSAddon Publishing,2015
"['Action', 'Indie', 'Local Co-Op', 'Twin Stick Shooter', 'Space']",SCHAR: Blue Shield Alliance,1.99,342240,Brainshape Games,2015
['Action'],SCHAR: Blue Shield Alliance Soundtrack,0.99,349660,Brainshape Games,2015
"['Action', 'Adventure']",LEGO Batman 3: Beyond Gotham DLC: The Squad,2.99,327176,"TT Games,Feral Interactive (Mac)",2015
['Action'],DW8E: Old Costume Pack 3,2.99,349934,"KOEI TECMO GAMES CO., LTD.",2015
['Action'],DW8E: Old Costume Pack 4,2.99,349935,"KOEI TECMO GAMES CO., LTD.",2015
['Action'],DW8E: DW7 Original Costume Pack 1,4.99,349936,"KOEI TECMO GAMES CO., LTD.",2015
['Action'],DW8E: DW7 Original Costume Pack 3,17.99,349938,"KOEI TECMO GAMES CO., LTD.",2015
['Action'],DW8E: BGM Pack,7.99,349940,"KOEI TECMO GAMES CO., LTD.",2015
['Action'],DW8E: DW7 Original Costume Pack 2,17.99,349937,"KOEI TECMO GAMES CO., LTD.",2015
['Action'],DW8E: Wallpaper Pack,12.99,349941,"KOEI TECMO GAMES CO., LTD.",2015
['Action'],DW8E: Original Costume Pack,21.99,349939,"KOEI TECMO GAMES CO., LTD.",2015
"['Adventure', 'Casual', 'Hidden Object']",Hidden Object Bundle 5 in 1,9.99,346140,Alawar Entertainment,2015
"['Adventure', 'Indie', 'Puzzle', 'First-Person', 'Narration', 'Great Soundtrack']",Pneuma: Breath of Life,19.99,347440,"Deco Digital,Bevel Studios",2015
"['Adventure', 'Indie', 'Massively Multiplayer', 'RPG', 'Strategy', 'MMORPG', 'Fantasy', 'Futuristic']",AoF World Online,4.99,339860,NSE Circuit,2015
"['Action', 'Indie']",Heckabomb - Soundtrack,3.99,346280,Allicorn Games,2015
"['Action', 'Indie', 'Twin Stick Shooter', 'Arcade', ""Shoot 'Em Up""]",Heckabomb,5.99,344300,Allicorn Games,2015
"['Action', 'Adventure', 'Casual', 'Indie', 'Strategy']",Sometimes: Success Requires Sacrifice,0.99,351470,NodziGames,2015
"['Action', 'Casual', 'Indie', ""Shoot 'Em Up"", '2D', 'Arcade', 'Space', 'Retro', 'Singleplayer', 'Sci-fi']",Dark Matter,4.99,345130,Meridian4,2015
"['Simulation', 'Trains', 'Open World', 'Sandbox', 'Realistic', 'Family Friendly', 'TrackIR', 'Co-op', 'Physics', 'Atmospheric']",Train Simulator: Chengdu - Suining High Speed Route Add-On,19.99,277767,Just Trains,2015
"['Indie', 'RPG']",Boot Hill Heroes - The Hangman's Ballad,0.99,341410,Experimental Gamer Studios,2015
"['Adventure', 'Indie', 'RPG', 'RPGMaker', 'Lovecraftian']",The Dark Stone from Mebara,7.99,346950,Jerseyware Gaming,2015
"['Action', 'Adventure', 'Indie', 'Platformer', '2D', 'Rogue-like', 'Metroidvania']",Oblitus,14.99,306440,Connor Ullmann,2015
"['Action', 'Adventure', 'Indie', 'RPG']",The World Named Fred,3.99,352030,Here Be Dragonz,2015
"['Indie', 'Platformer', 'Pixel Graphics', 'Adventure', '2D', 'Atmospheric', 'Singleplayer']",The Deer God,14.99,328940,"Crescent Moon Games,Cinopt Studios",2015
"['Adventure', 'Indie']",Lumino City - Soundtrack,5.99,351680,State of Play Games,2015
"['Indie', 'Simulation', 'Strategy', 'Space', 'City Builder', 'Difficult']",Space Station Alpha,5.99,341930,NuclearFirecracker,2015
"['Action', 'Adventure', 'Indie', 'Platformer']",Bard to the Future,4.99,337110,Battlebard Games,2015
"['Casual', 'Indie', 'Match 3', 'Puzzle']",Tales of the Orient: The Rising Sun,9.99,339160,Green Sauce Games,2015
"['Adventure', 'Indie', 'Point & Click', 'Female Protagonist', 'Gothic', 'Horror', 'Short']",Belladonna,6.99,351340,Neckbolt,2015
"['Action', 'Fighting', 'Arcade', '2D Fighter', 'Anime', 'Classic']",THE KING OF FIGHTERS 2002 UNLIMITED MATCH,14.99,222440,"SNK CORPORATION,Code Mystics",2015
"['Indie', 'RPG']",Edolie Strategy Guide,6.99,353060,Eridani Games,2015
"['Action', 'Adventure', 'Indie', 'Puzzle-Platformer', 'Difficult', '2D', 'Puzzle', 'Great Soundtrack', 'Platformer', 'Sci-fi', 'Space', 'GameMaker', 'Comedy', 'Funny', 'Story Rich']",BLACKHOLE,8.99,322680,FiolaSoft Studio,2015
"['Free to Play', 'Indie', 'Nudity', 'Female Protagonist', 'Short', 'Singleplayer', 'Mature', 'Pixel Graphics', '2D', 'Experimental', 'Memes', 'Sexual Content']",how do you Do It?,0.0,353360,"Nina Freeman,Emmett Butler,Decky Coss,Joni Kittaka",2014
"['Casual', 'Indie', 'RPG', 'Simulation', 'Memes', 'Satire', 'Pixel Graphics', 'Funny', 'Turn-Based Combat', 'Horror', 'Realistic']",Social Justice Warriors,7.99,348270,Nonadecimal Creative,2014
"['Indie', 'RPG', 'Simulation', 'RPGMaker', 'Comedy', 'Singleplayer', 'Adventure', 'JRPG', 'Fantasy', 'Puzzle', 'Surreal', 'Story Rich', 'Atmospheric', 'Difficult', 'Walking Simulator', '2D']",Cubicle Quest,4.99,349500,Ian Isaro,2015
"['Indie', 'Strategy', 'Multiplayer', 'Turn-Based Strategy', 'Singleplayer', 'Tactical']",A Druid's Duel,7.99,333970,Thoughtshelter Games,2015
"['Indie', 'Strategy', 'Early Access']",Vol'Talkes - The AI War,29.99,347050,HyperDrive Games,2015
"['Action', 'Adventure', 'Indie', 'Stealth', 'Cyberpunk', 'Female Protagonist', 'Point & Click', 'Dystopian', 'Atmospheric', 'Episodic', 'Sci-fi', 'Story Rich']",Republique,24.99,317100,Camouflaj,2015
"['Simulation', 'Trains', 'Open World', 'Sandbox', 'Realistic', 'Co-op', 'Family Friendly', 'TrackIR', 'Physics', 'Atmospheric']",Train Simulator: Seaboard GE U36B Loco Add-On,19.99,277757,Dovetail Games,2015
"['Simulation', 'Trains', 'Open World', 'Sandbox', 'Realistic', 'Co-op', 'Family Friendly', 'TrackIR', 'Physics', 'Atmospheric']",Train Simulator: Miami Commuter Rail F40PHL-2 Loco Add-On,12.99,277756,Dovetail Games,2015
"['Action', 'Adventure', 'Indie']",Republique Extras,9.99,319240,Camouflaj,2015
"['Indie', 'RPG']",Inquisitor - Renesance zla (eBook),6.99,348970,"CINEMAX, s.r.o.",2015
"['Simulation', 'Strategy']",Content Pack - Europa Universalis IV: El Dorado,5.99,338161,Paradox Development Studio,2015
"['Action', 'Adventure', 'Indie', 'Platformer', 'Puzzle-Platformer', 'Difficult', 'Hand-drawn']",Aaru's Awakening,14.99,294060,Lumenox ehf,2015
"['Adventure', 'Indie']",99 Spirits - Weeping Demon's Bell,4.99,262230,TORaIKI,2015
